| Nombre del archivo | Frecuencia |
| 125_sorted.txt | 1 |
| 300_sorted.txt | 1 |
| 389_sorted.txt | 1 |
| 248_sorted.txt | 2 |
| 027_sorted.txt | 1 |
| 314_sorted.txt | 2 |
| 284_sorted.txt | 9 |
| 235_sorted.txt | 10 |
| 321_sorted.txt | 3 |
| 269_sorted.txt | 5 |
| 226_sorted.txt | 1 |
| 234_sorted.txt | 14 |
| 381_sorted.txt | 1 |
| 236_sorted.txt | 4 |
| 335_sorted.txt | 4 |
| 307_sorted.txt | 5 |
| 435_sorted.txt | 1 |
| 265_sorted.txt | 1 |
| 288_sorted.txt | 3 |
| 299_sorted.txt | 2 |
| 154_sorted.txt | 1 |
| 241_sorted.txt | 2 |
| 306_sorted.txt | 1 |
| 175_sorted.txt | 1 |
| 199_sorted.txt | 1 |
| 313_sorted.txt | 2 |
| 251_sorted.txt | 3 |
| 361_sorted.txt | 1 |
| 311_sorted.txt | 5 |
| 286_sorted.txt | 9 |
| 270_sorted.txt | 2 |
| 316_sorted.txt | 7 |
| 215_sorted.txt | 3 |
| 334_sorted.txt | 2 |
| 280_sorted.txt | 9 |
| 298_sorted.txt | 4 |
| 247_sorted.txt | 3 |
| 296_sorted.txt | 3 |
| 326_sorted.txt | 6 |
| 239_sorted.txt | 1 |
| 437_sorted.txt | 3 |
| 237_sorted.txt | 2 |
| 304_sorted.txt | 5 |
| 232_sorted.txt | 2 |
| 281_sorted.txt | 23 |
| 322_sorted.txt | 5 |
| 317_sorted.txt | 5 |
| 031_sorted.txt | 1 |
| 124_sorted.txt | 1 |
| 238_sorted.txt | 1 |
| 261_sorted.txt | 1 |
| 254_sorted.txt | 1 |
| 205_sorted.txt | 1 |
| 327_sorted.txt | 3 |
| 240_sorted.txt | 2 |
| 268_sorted.txt | 1 |
| 436_sorted.txt | 1 |
| 119_sorted.txt | 2 |
| 273_sorted.txt | 2 |
| 264_sorted.txt | 4 |
| 324_sorted.txt | 1 |
| 140_sorted.txt | 1 |
| 383_sorted.txt | 1 |
| 242_sorted.txt | 17 |
| 179_sorted.txt | 1 |
| 185_sorted.txt | 1 |
| 348_sorted.txt | 1 |
| 043_sorted.txt | 1 |
| 338_sorted.txt | 1 |
